loc_rowid	pl_hostname	pl_discmethod	pl_pnum	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	st_dist	st_disterr1	st_disterr2	st_distlim	pl_facility
50	BD+20 594	Transit	1	41.68550000	0.00300000	-0.00300000	0					K2
51	BD+48 738	Radial Velocity	1	392.60000000	5.50000000	-5.50000000	0					McDonald Observatory
52	BD+48 740	Radial Velocity	1	733.00000000	5.00000000	-8.00000000	0	751.87	189.33	-189.33	0	Multiple Observatories
53	BD+49 828	Radial Velocity	1	2590.00000000	300.00000000	-180.00000000	0					McDonald Observatory
54	BD-06 1339	Radial Velocity	2	3.87280000	0.00040000	-0.00040000	0	20.10	0.65	-0.69	0	La Silla Observatory
55	BD-06 1339	Radial Velocity	2	125.94000000	0.44000000	-0.44000000	0	20.10	0.65	-0.69	0	La Silla Observatory
56	BD-08 2823	Radial Velocity	2	5.60000000	0.02000000	-0.02000000	0	42.09	2.67	-3.06	0	La Silla Observatory
57	BD-08 2823	Radial Velocity	2	237.60000000	1.50000000	-1.50000000	0	42.09	2.67	-3.06	0	La Silla Observatory
58	BD-10 3166	Radial Velocity	1	3.48777000	0.00011000	-0.00011000	0	80.00	10.00	-10.00	0	W. M. Keck Observatory
59	BD-11 4672	Radial Velocity	1	1667.00000000	33.00000000	-31.00000000	0	27.30			0	La Silla Observatory
60	BD-13 2130	Radial Velocity	1	714.29999000	5.30000000	-5.30000000	0	766.00			0	La Silla Observatory
61	BD-17 63	Radial Velocity	1	655.59998000	0.60000000	-0.60000000	0	37.54	1.87	-2.08	0	La Silla Observatory
62	CFBDSIR J145829+101343	Imaging	1	10037.50000000	2737.50000000	-2737.50000000	0	23.10	2.40	-2.40	0	W. M. Keck Observatory
63	CHXR 73	Imaging	1									Hubble Space Telescope
64	CT Cha	Imaging	1					165.00	30.00	-30.00	0	Paranal Observatory
65	CoRoT-1	Transit	1	1.50895570	0.00000640	-0.00000640	0					CoRoT
66	CoRoT-10	Transit	1	13.24060000	0.00020000	-0.00020000	0	345.00	70.00	-70.00	0	CoRoT
67	CoRoT-11	Transit	1	2.99433000	0.00001100	-0.00001100	0	560.00	30.00	-30.00	0	CoRoT
68	CoRoT-12	Transit	1	2.82804200	0.00001300	-0.00001300	0	1150.00	85.00	-85.00	0	CoRoT
69	CoRoT-13	Transit	1	4.03519000	0.00003000	-0.00003000	0	1060.00	100.00	-100.00	0	CoRoT
70	CoRoT-14	Transit	1	1.51214000	0.00013000	-0.00013000	0	1340.00	110.00	-110.00	0	CoRoT
71	CoRoT-16	Transit	1	5.35227000	0.00020000	-0.00020000	0	840.00	90.00	-90.00	0	CoRoT
72	CoRoT-17	Transit	1	3.76810000	0.00030000	-0.00030000	0	920.00	50.00	-50.00	0	CoRoT
73	CoRoT-18	Transit	1	1.90006930	0.00000280	-0.00000280	0	870.00	90.00	-90.00	0	CoRoT
74	CoRoT-19	Transit	1	3.89713000	0.00002000	-0.00002000	0	770.00	160.00	-160.00	0	CoRoT
75	CoRoT-2	Transit	1	1.74299350	0.00000100	-0.00000100	0	200.00			0	CoRoT
76	CoRoT-20	Transit	1	9.24285000	0.00030000	-0.00030000	0	1230.00	120.00	-120.00	0	CoRoT
77	CoRoT-22	Transit	1	9.75598000	0.00011000	-0.00011000	0	592.00	25.00	-42.00	0	CoRoT
78	CoRoT-23	Transit	1	3.63130000	0.00010000	-0.00010000	0	600.00	50.00	-50.00	0	CoRoT
79	CoRoT-24	Transit	2	5.11340000	0.00060000	-0.00060000	0	600.00	70.00	-70.00	0	CoRoT
80	CoRoT-24	Transit	2	11.75900000	0.00630000	-0.00630000	0	600.00	70.00	-70.00	0	CoRoT
81	CoRoT-25	Transit	1	4.86069000	0.00006000	-0.00006000	0	1000.00	85.00	-25.00	0	CoRoT
82	CoRoT-26	Transit	1	4.20474000	0.00005000	-0.00005000	0	1670.00	205.00	-110.00	0	CoRoT
83	CoRoT-27	Transit	1	3.57532000	0.00006000	-0.00006000	0					CoRoT
84	CoRoT-28	Transit	1	5.20851000	0.00038000	-0.00038000	0	560.00	70.00	-70.00	0	CoRoT
85	CoRoT-29	Transit	1	2.85057000	0.00000600	-0.00000600	0	765.00	50.00	-50.00	0	CoRoT
86	CoRoT-3	Transit	1	4.25680000	0.00000500	-0.00000500	0	680.00	160.00	-160.00	0	CoRoT
87	CoRoT-4	Transit	1	9.20205000	0.00037000	-0.00037000	0					CoRoT
88	CoRoT-5	Transit	1	4.03789620	0.00000190	-0.00000190	0					CoRoT
89	CoRoT-6	Transit	1	8.88659300	0.00000400	-0.00000400	0					CoRoT
90	CoRoT-7	Transit	2	0.85359000	0.00000000	0.00000000	0	153.70	4.50	-4.50	0	CoRoT
91	CoRoT-7	Radial Velocity	2	3.69800000	0.00300000	-0.00300000	0	153.70	4.50	-4.50	0	CoRoT
92	CoRoT-8	Transit	1	6.21229000	0.00003000	-0.00003000	0	380.00	30.00	-30.00	0	CoRoT
93	CoRoT-9	Transit	1	95.27265600	0.00006800	-0.00006800	0	460.00			0	CoRoT
94	CoRoTID 223977153	Transit	1	6.71837000	0.00001000	-0.00001000	0					CoRoT
95	DENIS-P J082303.1-491201	Astrometry	1	246.36000000	1.38000000	-1.35000000	0	20.77	0.08	-0.08	0	Paranal Observatory
96	DH Tau	Imaging	1					140.00	15.00	-15.00	0	Subaru Telescope
97	DP Leo	Eclipse Timing Variations	1	10220.00000000	730.00000000	-730.00000000	0					Yunnan Astronomical Observatory
98	EPIC 211822797	Transit	1	21.16986100	0.00172500	-0.00169500	0					K2
99	EPIC 220674823	Transit	2	0.57133600	0.00002000	-0.00002000	0					K2
100	EPIC 220674823	Transit	2	13.33870000	0.00180000	-0.00180000	0					K2
101	FU Tau	Imaging	1					140.00			0	Spitzer Space Telescope
102	Fomalhaut	Imaging	1	555530.00000000	184690.00000000	-353320.00000000	0	7.70			0	Hubble Space Telescope
103	GJ 1132	Transit	1	1.62892870	0.00000180	-0.00000180	0	12.04	0.24	-0.24	0	Cerro Tololo Inter-American Observatory
104	GJ 1148	Radial Velocity	2	41.38000000	0.00200000	-0.00100000	0	11.03	0.36	-0.38	0	W. M. Keck Observatory
105	GJ 1148	Radial Velocity	2	532.58000000	4.14000000	-2.52000000	0	11.03	0.36	-0.38	0	Calar Alto Observatory
106	GJ 1214	Transit	1	1.58040456	0.00000016	-0.00000016	0	12.95	0.97	-0.85	0	MEarth Project
107	GJ 163	Radial Velocity	3	8.63182000	0.00155000	-0.00155000	0	14.97	0.44	-0.46	0	La Silla Observatory
108	GJ 163	Radial Velocity	3	25.63058000	0.02550000	-0.02550000	0	14.97	0.44	-0.46	0	La Silla Observatory
109	GJ 163	Radial Velocity	3	603.95116000	7.55862000	-7.55862000	0	14.97	0.44	-0.46	0	La Silla Observatory
110	GJ 179	Radial Velocity	1	2288.00000000	59.00000000	-59.00000000	0	12.12	0.56	-0.62	0	W. M. Keck Observatory
111	GJ 273	Radial Velocity	2	18.64980000	0.00590000	-0.00520000	0	3.80	0.02	-0.02	0	La Silla Observatory
112	GJ 273	Radial Velocity	2	4.72340000	0.00040000	-0.00040000	0	3.80	0.02	-0.02	0	La Silla Observatory
113	GJ 3021	Radial Velocity	1	133.71000000	0.20000000	-0.20000000	0	17.62	0.16	-0.17	0	La Silla Observatory
114	GJ 3138	Radial Velocity	3	1.22003000	0.00006000	-0.00004000	0	28.48	0.38	-0.38	0	La Silla Observatory
115	GJ 3138	Radial Velocity	3	5.97400000	0.00100000	-0.00100000	0	28.48	0.38	-0.38	0	La Silla Observatory
116	GJ 3138	Radial Velocity	3	257.80000000	3.60000000	-3.50000000	0	28.48	0.38	-0.38	0	La Silla Observatory
117	GJ 317	Radial Velocity	1	692.00000000	2.00000000	-2.00000000	0	15.10	0.22	-0.22	0	W. M. Keck Observatory
118	GJ 328	Radial Velocity	1	4100.00000000	300.00000000	-300.00000000	0	20.03	0.85	-0.92	0	McDonald Observatory
119	GJ 3293	Radial Velocity	4	30.59870000	0.00830000	-0.00840000	0	15.77	0.07	-0.07	0	La Silla Observatory
120	GJ 3293	Radial Velocity	4	122.61960000	0.24290000	-0.23710000	0	15.77	0.07	-0.07	0	La Silla Observatory
121	GJ 3293	Radial Velocity	4	48.13450000	0.06280000	-0.06610000	0	15.77	0.07	-0.07	0	La Silla Observatory
122	GJ 3293	Radial Velocity	4	13.25430000	0.00780000	-0.01040000	0	15.77	0.07	-0.07	0	La Silla Observatory
123	GJ 3323	Radial Velocity	2	5.36360000	0.00070000	-0.00070000	0	5.32	0.04	-0.04	0	La Silla Observatory
124	GJ 3323	Radial Velocity	2	40.54000000	0.21000000	-0.19000000	0	5.32	0.04	-0.04	0	La Silla Observatory
125	GJ 3341	Radial Velocity	1	14.20700000	0.00700000	-0.00700000	0	23.16	0.78	-0.73	0	La Silla Observatory
126	GJ 3470	Radial Velocity	1	3.33664870	0.00000430	-0.00000330	0	25.20	2.90	-2.90	0	La Silla Observatory
127	GJ 3634	Radial Velocity	1	2.64561000	0.00066000	-0.00066000	0	19.80	0.60	-0.60	0	La Silla Observatory
128	GJ 3942	Radial Velocity	1	6.90500000	0.04000000	-0.04000000	0	16.96	0.07	-0.07	0	Roque de los Muchachos Observatory
129	GJ 3998	Radial Velocity	2	2.64977000	0.00081000	-0.00077000	0	17.79	0.72	-0.72	0	Roque de los Muchachos Observatory
130	GJ 3998	Radial Velocity	2	13.74000000	0.01600000	-0.01600000	0	17.79	0.72	-0.72	0	Roque de los Muchachos Observatory
131	GJ 433	Radial Velocity	1	7.37090000	0.00080000	-0.00080000	0	9.04	0.14	-0.15	0	La Silla Observatory
132	GJ 436	Radial Velocity	1	2.64388312	0.00000057	-0.00000057	0	10.23	0.23	-0.24	0	W. M. Keck Observatory
133	GJ 504	Imaging	1					17.95	0.27	-0.28	0	Subaru Telescope
134	GJ 536	Radial Velocity	1	8.70760000	0.00220000	-0.00250000	0	10.03			0	La Silla Observatory
135	GJ 581	Radial Velocity	3	5.36860000	0.00010000	-0.00010000	0	6.27	0.09	-0.09	0	La Silla Observatory
136	GJ 581	Radial Velocity	3	12.91400000	0.00200000	-0.00200000	0	6.27	0.09	-0.09	0	La Silla Observatory
137	GJ 581	Radial Velocity	3	3.14900000	0.00020000	-0.00020000	0	6.27	0.09	-0.09	0	La Silla Observatory
138	GJ 625	Radial Velocity	1	14.62800000	0.01200000	-0.01300000	0	6.49			0	Multiple Observatories
139	GJ 649	Radial Velocity	1	598.30000000	4.20000000	-4.20000000	0	10.32	0.16	-0.16	0	W. M. Keck Observatory
140	GJ 667 C	Radial Velocity	5	7.20040000	0.00170000	-0.00170000	0	6.80			0	La Silla Observatory
141	GJ 667 C	Radial Velocity	5	28.14000000	0.05300000	-0.06500000	0	6.80			0	La Silla Observatory
142	GJ 667 C	Radial Velocity	5	62.24000000	0.55000000	-0.55000000	0	6.80			0	La Silla Observatory
143	GJ 667 C	Radial Velocity	5	39.02600000	0.19400000	-0.21100000	0	6.80			0	La Silla Observatory
144	GJ 667 C	Radial Velocity	5	256.20000000	13.80000000	-7.90000000	0	6.80			0	La Silla Observatory
145	GJ 674	Radial Velocity	1	4.69380000	0.00700000	-0.00700000	0	4.54	0.03	-0.03	0	La Silla Observatory
146	GJ 676 A	Radial Velocity	4	1056.80005000	2.80000000	-2.80000000	0	16.90	0.10	-0.10	0	La Silla Observatory
147	GJ 676 A	Radial Velocity	4	7337.00000000	95.00000000	-92.00000000	0	16.90	0.10	-0.10	0	Paranal Observatory
148	GJ 676 A	Radial Velocity	4	3.60050000	0.00020000	-0.00020000	0	16.90	0.10	-0.10	0	La Silla Observatory
149	GJ 676 A	Radial Velocity	4	35.39000000	0.03000000	-0.04000000	0	16.90	0.10	-0.10	0	La Silla Observatory
150	GJ 687	Radial Velocity	1	38.14000000	0.01500000	-0.01500000	0	4.53	0.02	-0.02	0	Lick Observatory
151	GJ 832	Radial Velocity	2	3657.00000000	104.00000000	-104.00000000	0	4.94	0.03	-0.03	0	Anglo-Australian Telescope
152	GJ 832	Radial Velocity	2	35.68000000	0.03000000	-0.03000000	0	4.94	0.03	-0.03	0	Multiple Observatories
153	GJ 849	Radial Velocity	1	1882.00000000	250.00000000	-250.00000000	0	8.77	0.16	-0.17	0	W. M. Keck Observatory
154	GJ 86	Radial Velocity	1	15.76491000	0.00039000	-0.00039000	0	10.91	0.07	-0.07	0	La Silla Observatory
155	GJ 876	Radial Velocity	4	61.11660000	0.00860000	-0.00860000	0	4.70	0.05	-0.05	0	Multiple Observatories
156	GJ 876	Radial Velocity	4	30.08810000	0.00820000	-0.00820000	0	4.70	0.05	-0.05	0	Multiple Observatories
157	GJ 876	Radial Velocity	4	1.93778000	0.00002000	-0.00002000	0	4.70	0.05	-0.05	0	W. M. Keck Observatory
158	GJ 876	Radial Velocity	4	124.26000000	0.70000000	-0.70000000	0	4.70	0.05	-0.05	0	W. M. Keck Observatory
159	GJ 9827	Transit	3	1.20895700	0.00001300	-0.00001200	0	30.30	1.60	-1.60	0	K2
160	GJ 9827	Transit	3	3.64802000	0.00011000	-0.00011000	0	30.30	1.60	-1.60	0	K2
161	GJ 9827	Transit	3	6.20141000	0.00013000	-0.00010000	0	30.30	1.60	-1.60	0	K2
162	GQ Lup	Imaging	1					139.00	45.00	-45.00	0	Paranal Observatory
163	GSC 06214-00210	Imaging	1					145.00	14.00	-14.00	0	Palomar Observatory
164	GU Psc	Imaging	1					48.00	5.00	-5.00	0	Gemini Observatory
165	HAT-P-1	Transit	1	4.46529976	0.00000055	-0.00000055	0	139.00	22.00	-19.00	0	HATNet
166	HAT-P-11	Transit	1	4.88782000	0.00000700	-0.00000700	0	38.00	1.30	-1.30	0	HATNet
167	HAT-P-12	Transit	1	3.21305980	0.00000210	-0.00000210	0	142.50	4.20	-3.30	0	HATNet
168	HAT-P-13	Transit	2	2.91625000	0.00001500	-0.00001500	0	214.00	12.00	-12.00	0	HATNet
169	HAT-P-13	Radial Velocity	2	446.27000000	0.22000000	-0.22000000	0	214.00	12.00	-12.00	0	W. M. Keck Observatory
170	HAT-P-14	Transit	1	4.62767000	0.00000500	-0.00000500	0	205.00	11.00	-11.00	0	HATNet
171	HAT-P-15	Transit	1	10.86350000	0.00002700	-0.00002700	0	190.00	8.00	-8.00	0	HATNet
172	HAT-P-16	Transit	1	2.77596000	0.00000300	-0.00000300	0	235.00	10.00	-10.00	0	HATNet
173	HAT-P-17	Transit	2	10.33852000	0.00000900	-0.00000900	0	90.00	3.00	-3.00	0	HATNet
174	HAT-P-17	Radial Velocity	2	5584.00000000	7700.00000000	-2100.00000000	0	90.00	3.00	-3.00	0	W. M. Keck Observatory
175	HAT-P-18	Transit	1	5.50802300	0.00000600	-0.00000600	0	166.00	9.00	-9.00	0	HATNet
176	HAT-P-19	Transit	1	4.00877800	0.00000600	-0.00000600	0	215.00	15.00	-15.00	0	HATNet
177	HAT-P-2	Transit	1	4.23452000	0.00001500	-0.00001500	0	135.32	14.40	-18.29	0	HATNet
178	HAT-P-20	Transit	1	2.87531700	0.00000400	-0.00000400	0	70.00	3.00	-3.00	0	HATNet
179	HAT-P-21	Transit	1	4.12448000	0.00000700	-0.00000700	0	254.00	19.00	-19.00	0	HATNet
180	HAT-P-22	Transit	1	3.21222000	0.00000900	-0.00000900	0	82.00	3.00	-3.00	0	HATNet
181	HAT-P-23	Transit	1	1.21288000	0.00000200	-0.00000200	0	393.00	25.00	-25.00	0	HATNet
182	HAT-P-24	Transit	1	3.35524000	0.00000700	-0.00000700	0	396.00	20.00	-20.00	0	HATNet
183	HAT-P-25	Transit	1	3.65283600	0.00001900	-0.00001900	0	297.00	17.00	-13.00	0	HATNet
184	HAT-P-26	Transit	1	4.23452000	0.00001500	-0.00001500	0	134.00	18.00	-8.00	0	HATNet
185	HAT-P-27	Transit	1	3.03957700	0.00000500	-0.00000600	0	204.00	14.00	-14.00	0	HATNet
186	HAT-P-28	Transit	1	3.25721500	0.00000700	-0.00000700	0	395.00	34.00	-26.00	0	HATNet
187	HAT-P-29	Transit	1	5.72319000	0.00004900	-0.00004900	0	322.00	35.00	-21.00	0	HATNet
188	HAT-P-3	Transit	1	3.64671000	0.00002100	-0.00002100	0	138.00	10.00	-10.00	0	HATNet
189	HAT-P-30	Transit	1	2.81060000	0.00000500	-0.00000500	0	193.00	8.00	-8.00	0	HATNet
190	HAT-P-31	Transit	1	5.00542000	0.00009100	-0.00009100	0	354.00	74.00	-51.00	0	HATNet
191	HAT-P-32	Transit	1	2.15001000	0.00000100	-0.00000100	0	283.00	5.00	-5.00	0	HATNet
192	HAT-P-33	Transit	1	3.47447000	0.00000100	-0.00000100	0	387.00	9.00	-9.00	0	HATNet
193	HAT-P-34	Transit	1	5.45265000	0.00001600	-0.00001600	0	257.00	22.00	-17.00	0	HATNet
194	HAT-P-35	Transit	1	3.64671000	0.00002100	-0.00002100	0	535.00	32.00	-32.00	0	HATNet
195	HAT-P-36	Transit	1	1.32735000	0.00000300	-0.00000300	0	317.00	17.00	-17.00	0	HATNet
196	HAT-P-37	Transit	1	2.79743600	0.00000700	-0.00000700	0	411.00	26.00	-26.00	0	HATNet
197	HAT-P-38	Transit	1	4.64038200	0.00003200	-0.00003200	0	249.00	26.00	-19.00	0	HATNet
198	HAT-P-39	Transit	1	3.54387000	0.00000500	-0.00000500	0	642.00	29.00	-29.00	0	HATNet
199	HAT-P-4	Transit	1	3.05653600			0	314.00	24.00	-24.00	0	HATNet
200	HAT-P-40	Transit	1	4.45724000	0.00001000	-0.00001000	0	501.00	16.00	-16.00	0	HATNet
201	HAT-P-41	Transit	1	2.69405000	0.00000400	-0.00000400	0	344.00	12.00	-8.00	0	HATNet
202	HAT-P-42	Transit	1	4.64187800	0.00003200	-0.00003200	0	447.00	41.00	-41.00	0	HATNet
203	HAT-P-43	Transit	1	3.33268700	0.00001500	-0.00001500	0	542.00	22.00	-16.00	0	HATNet
204	HAT-P-44	Transit	2	4.30121900	0.00001900	-0.00001900	0	363.00	31.00	-17.00	0	HATNet
205	HAT-P-44	Radial Velocity	2	872.20000000	1.70000000	-1.70000000	0	363.00	31.00	-17.00	0	W. M. Keck Observatory
206	HAT-P-45	Transit	1	3.12899200	0.00002100	-0.00002100	0	305.00	35.00	-17.00	0	HATNet
207	HAT-P-46	Transit	1	4.46312900	0.00004800	-0.00004800	0	296.00	61.00	-29.00	0	HATNet
208	HAT-P-49	Transit	1	2.69155000	0.00000600	-0.00000600	0	322.00	24.00	-13.00	0	HATNet
209	HAT-P-5	Transit	1	2.46530000	0.00000300	-0.00000300	0	340.00	30.00	-30.00	0	HATNet
210	HAT-P-50	Transit	1	3.12201090	0.00000650	-0.00000650	0	497.00	21.00	-21.00	0	HATNet
211	HAT-P-51	Transit	1	4.21802780	0.00000590	-0.00000590	0	470.00	16.00	-16.00	0	HATNet
212	HAT-P-52	Transit	1	2.75359530	0.00000940	-0.00000940	0	385.00	21.00	-21.00	0	HATNet
213	HAT-P-53	Transit	1	1.96162410	0.00000390	-0.00000390	0	719.00	43.00	-43.00	0	HATNet
214	HAT-P-54	Transit	1	3.79984700	0.00001400	-0.00001400	0					HATNet
215	HAT-P-55	Transit	1	3.58524670	0.00000640	-0.00000640	0	480.00	19.00	-19.00	0	HATNet
216	HAT-P-56	Transit	1	2.79083000	0.00000500	-0.00000500	0	310.50	7.10	-7.10	0	HATNet
217	HAT-P-57	Transit	1	2.46530000	0.00000300	-0.00000300	0	303.00	13.00	-13.00	0	HATNet
218	HAT-P-6	Transit	1	3.85298000	0.00000500	-0.00000500	0	261.00	20.00	-20.00	0	HATNet
219	HAT-P-65	Transit	1	2.60545520	0.00000310	-0.00000310	0	841.00	45.00	-45.00	0	HATNet
220	HAT-P-66	Transit	1	2.97208600	0.00000570	-0.00000570	0	927.00	75.00	-49.00	0	HATNet
221	HAT-P-67	Transit	1	4.81010250	0.00000043	-0.00000033	0	320.00	48.00	-14.00	0	HATNet
222	HAT-P-7	Transit	1	2.20474000	0.00001700	-0.00001700	0	320.00	50.00	-40.00	0	HATNet
223	HAT-P-8	Transit	1	3.07634000	0.00000400	-0.00000400	0	230.00	15.00	-15.00	0	HATNet
224	HAT-P-9	Transit	1	3.92289000	0.00004000	-0.00004000	0	480.00	60.00	-60.00	0	HATNet
225	HATS-1	Transit	1	3.44645900	0.00000400	-0.00000400	0	303.00	38.00	-23.00	0	HATSouth
226	HATS-10	Transit	1	3.31284600	0.00000580	-0.00000580	0	496.00	24.00	-24.00	0	HATSouth
227	HATS-11	Transit	1	3.61916340	0.00000310	-0.00000310	0					HATSouth
228	HATS-12	Transit	1	3.14283470	0.00000220	-0.00000220	0					HATSouth
229	HATS-13	Transit	1	3.04404990	0.00000270	-0.00000270	0	476.00	12.00	-12.00	0	HATSouth
230	HATS-14	Transit	1	2.76676410	0.00000270	-0.00000270	0	513.00	14.00	-14.00	0	HATSouth
231	HATS-15	Transit	1	1.74748753	0.00000094	-0.00000094	0	689.00	23.00	-23.00	0	HATSouth
232	HATS-16	Transit	1	2.68650200	0.00001100	-0.00001100	0	774.00	74.00	-74.00	0	HATSouth
233	HATS-17	Transit	1	16.25461100	0.00007300	-0.00007300	0	339.00	22.00	-16.00	0	HATSouth
234	HATS-18	Transit	1	0.83784340	0.00000047	-0.00000047	0	645.00	36.00	-25.00	0	Multiple Observatories
235	HATS-2	Transit	1	1.35413300	0.00000100	-0.00000100	0	360.00	11.00	-11.00	0	HATSouth
236	HATS-22	Transit	1	4.72281240	0.00000520	-0.00000520	0	207.90	8.90	-6.60	0	HATSouth
237	HATS-23	Transit	1	2.16051560	0.00000450	-0.00000450	0	747.00	46.00	-46.00	0	HATSouth
238	HATS-24	Transit	1	1.34849540	0.00000130	-0.00000130	0	510.00	15.00	-15.00	0	HATSouth
239	HATS-25	Transit	1	4.29864320	0.00000450	-0.00000450	0	466.00	30.00	-30.00	0	HATSouth
240	HATS-26	Transit	1	3.30238810	0.00000760	-0.00000760	0	907.00	69.00	-49.00	0	HATSouth
241	HATS-27	Transit	1	4.63703800	0.00001400	-0.00001400	0	840.00	80.00	-51.00	0	HATSouth
242	HATS-28	Transit	1	3.18107810	0.00000390	-0.00000390	0	521.00	25.00	-25.00	0	HATSouth
243	HATS-29	Transit	1	4.60587490	0.00000630	-0.00000630	0	351.00	15.00	-15.00	0	HATSouth
244	HATS-3	Transit	1	3.54785000	0.00000500	-0.00000500	0	453.00	11.00	-11.00	0	HATSouth
245	HATS-30	Transit	1	3.17435160	0.00000260	-0.00000260	0	339.00	16.00	-16.00	0	HATSouth
246	HATS-31	Transit	1	3.37796000	0.00001200	-0.00001200	0	872.00	84.00	-84.00	0	HATSouth
247	HATS-32	Transit	1	2.81265480	0.00000550	-0.00000550	0	839.00	77.00	-55.00	0	HATSouth
248	HATS-33	Transit	1	2.54955510	0.00000610	-0.00000610	0	255.00	12.00	-12.00	0	HATSouth
249	HATS-34	Transit	1	2.10616070	0.00000470	-0.00000470	0	532.00	32.00	-32.00	0	HATSouth
250	HATS-35	Transit	1	1.82099930	0.00000160	-0.00000160	0	557.00	22.00	-17.00	0	HATSouth
251	HATS-36	Transit	1	4.17523870	0.00000220	-0.00000220	0	962.00	37.00	-37.00	0	HATSouth
252	HATS-39	Transit	1	4.57763480	0.00000730	-0.00000730	0	773.00	41.00	-41.00	0	HATSouth
253	HATS-4	Transit	1	2.51672900	0.00000200	-0.00000200	0	420.00	12.00	-12.00	0	HATSouth
254	HATS-40	Transit	1	3.26427360	0.00000580	-0.00000580	0	1431.00	116.00	-75.00	0	HATSouth
255	HATS-41	Transit	1	4.19364900	0.00001300	-0.00001300	0	800.00	170.00	-110.00	0	HATSouth
256	HATS-42	Transit	1	2.29210200	0.00000210	-0.00000210	0	942.00	126.00	-80.00	0	HATSouth
257	HATS-5	Transit	1	4.76338700	0.00001000	-0.00001000	0	257.00	8.00	-8.00	0	HATSouth
258	HATS-50	Transit	1	3.82970150	0.00000460	-0.00000460	0	717.00	43.00	-43.00	0	HATSouth
259	HATS-51	Transit	1	3.34887020	0.00000390	-0.00000390	0	478.00	59.00	-59.00	0	HATSouth
260	HATS-52	Transit	1	1.36665436	0.00000094	-0.00000094	0	631.00	44.00	-44.00	0	HATSouth
261	HATS-53	Transit	1	3.85377680	0.00000380	-0.00000380	0	613.00	19.00	-19.00	0	HATSouth
262	HATS-6	Transit	1	3.32527250	0.00000210	-0.00000210	0	148.40	3.30	-3.30	0	HATSouth
263	HATS-8	Transit	1	3.58389300	0.00001000	-0.00001000	0	829.00	110.00	-48.00	0	HATSouth
264	HATS-9	Transit	1	1.91531100	0.00000094	-0.00000094	0	622.00	42.00	-30.00	0	HATSouth
265	HD 100546	Imaging	1					97.00	4.00	-4.00	0	Paranal Observatory
266	HD 100655	Radial Velocity	1	157.57001000	0.65000000	-0.65000000	0	140.85	15.06	-19.16	0	Bohyunsan Optical Astronomical Observatory
267	HD 100777	Radial Velocity	1	383.70001000	1.20000000	-1.20000000	0	52.80	3.00	-3.38	0	La Silla Observatory
268	HD 10180	Radial Velocity	6	5.75969000	0.00028000	-0.00028000	0	39.02	1.10	-1.10	0	La Silla Observatory
269	HD 10180	Radial Velocity	6	16.35700000	0.00380000	-0.00380000	0	39.02	1.10	-1.10	0	La Silla Observatory
270	HD 10180	Radial Velocity	6	49.74800000	0.02500000	-0.02500000	0	39.02	1.10	-1.10	0	La Silla Observatory
271	HD 10180	Radial Velocity	6	122.74400000	0.23200000	-0.23200000	0	39.02	1.10	-1.10	0	La Silla Observatory
272	HD 10180	Radial Velocity	6	604.67000000	10.42000000	-10.42000000	0	39.02	1.10	-1.10	0	La Silla Observatory
273	HD 10180	Radial Velocity	6	2205.00000000	105.90000000	-105.90000000	0	39.02	1.10	-1.10	0	La Silla Observatory
274	HD 101930	Radial Velocity	1	70.46000000	0.18000000	-0.18000000	0	30.50	0.87	-0.92	0	La Silla Observatory
275	HD 102117	Radial Velocity	1	20.81330000	0.00640000	-0.00640000	0	42.00	1.41	-1.52	0	La Silla Observatory
276	HD 102195	Radial Velocity	1	4.11377000	0.00056000	-0.00056000	0	28.98	0.94	-1.01	0	Kitt Peak National Observatory
277	HD 102272	Radial Velocity	1	127.58000000	0.30000000	-0.30000000	0	164.20			-1	McDonald Observatory
278	HD 102329	Radial Velocity	1	778.09998000	7.50000000	-7.50000000	0	138.50	17.44	-23.31	0	W. M. Keck Observatory
279	HD 102365	Radial Velocity	1	122.10000000	0.30000000	-0.30000000	0	9.24	0.06	-0.06	0	Anglo-Australian Telescope
280	HD 102956	Radial Velocity	1	6.49480000	0.00040000	-0.00040000	0	121.07	12.37	-15.55	0	W. M. Keck Observatory
